,index,Year_Birth,Education,Income,Kidhome,Teenhome
162,1442,0.6368214078825384,3,-1.0889419385628498,1.0073812882604511,-0.8928161323690932
163,1446,0.04898626214481579,2,1.53462419177494,-0.90806200631928,-0.8928161323690932
164,1449,0.19594504857924644,2,1.1326876826941805,-0.90806200631928,0.9473392549565187
165,1453,-0.2449313107240455,5,-0.22091724840800173,1.0073812882604511,-0.8928161323690932
166,1462,-1.1266840293306295,5,0.044760923277208514,1.0073812882604511,0.9473392549565187
167,1464,1.1511771604030456,4,-0.7899551395047434,1.0073812882604511,-0.8928161323690932
168,1466,-1.27364281576506,3,0.2638721452413725,-0.90806200631928,0.9473392549565187
169,1468,-1.494080995416706,5,-0.18179356737363617,1.0073812882604511,0.9473392549565187
170,1476,-1.0532046361134142,4,0.9212988519924478,-0.90806200631928,-0.8928161323690932
171,1477,-0.02449313107239954,5,0.6903249205588864,-0.90806200631928,0.9473392549565187
172,1484,0.4163832282308924,2,1.4156714540759234,-0.90806200631928,0.9473392549565187
173,1489,0.1224656553620311,4,0.22335285132825425,1.0073812882604511,-0.8928161323690932
174,1507,0.3429038350136771,2,0.0799768882510667,-0.90806200631928,0.9473392549565187
175,1512,-0.39189009715847617,3,1.325142698674169,-0.90806200631928,0.9473392549565187
176,1514,0.4898626214481077,2,-1.119831503612575,-0.90806200631928,-0.8928161323690932
177,1515,0.7103008010997537,3,0.3122999121340889,1.0073812882604511,-0.8928161323690932
178,1517,0.5633420146653231,3,-0.5588881672125986,1.0073812882604511,-0.8928161323690932
179,1530,0.3429038350136771,2,0.5574625745016354,-0.90806200631928,0.9473392549565187
180,1531,-0.9062458496789835,2,0.3735673175113297,1.0073812882604511,0.9473392549565187
181,1535,1.2981359468374762,2,-1.0105084947769518,1.0073812882604511,-0.8928161323690932
182,1549,0.3429038350136771,2,-0.36140894486910047,1.0073812882604511,0.9473392549565187
183,1550,-1.4206016021994907,4,0.5804436665717622,-0.90806200631928,0.9473392549565187
184,1556,-0.6123282768101221,4,0.0987246212556438,1.0073812882604511,0.9473392549565187
185,1559,0.4163832282308924,5,1.1688805766831656,-0.90806200631928,0.9473392549565187
186,1561,0.4163832282308924,4,0.2153048170607807,-0.90806200631928,2.7874946422821307
187,1592,1.2981359468374762,1,-1.4574302589828378,1.0073812882604511,-0.8928161323690932
188,1596,-0.7592870632445528,4,-1.2983303908050372,1.0073812882604511,0.9473392549565187
189,1604,-0.6858076700273374,3,-0.8344286699076607,1.0073812882604511,0.9473392549565187
190,1611,0.5633420146653231,2,-1.5193489503701632,-0.90806200631928,-0.8928161323690932
191,1630,-1.714519175068352,5,1.3028594130434186,-0.90806200631928,0.9473392549565187
192,1641,-0.4653694903756915,5,0.8879437041902598,-0.90806200631928,2.7874946422821307
193,1643,0.6368214078825384,1,-0.9517531925814657,1.0073812882604511,-0.8928161323690932
194,1672,1.1511771604030456,4,1.6323170932876243,-0.90806200631928,-0.8928161323690932
195,1675,1.5185741264891224,2,-1.1564896018944775,-0.90806200631928,-0.8928161323690932
196,1677,0.6368214078825384,1,-1.3579695811570665,1.0073812882604511,-0.8928161323690932
197,1687,-0.1714519175068302,3,0.5341093189971746,-0.90806200631928,0.9473392549565187
198,1693,0.783780194316969,2,-0.9637554633387384,1.0073812882604511,-0.8928161323690932
199,1701,-1.1266840293306295,4,-0.30707308345633116,1.0073812882604511,0.9473392549565187
200,1704,0.19594504857924644,1,-1.6436050170084395,1.0073812882604511,-0.8928161323690932
201,1706,-1.0532046361134142,4,0.6328256699542778,-0.90806200631928,0.9473392549565187
202,1711,-0.8327664564617682,4,1.5103870481139356,-0.90806200631928,0.9473392549565187
203,1714,1.5920535197063377,1,-1.2238046630796464,1.0073812882604511,-0.8928161323690932
204,1722,1.5185741264891224,3,2.1036620828716814,-0.90806200631928,-0.8928161323690932
205,1727,-0.39189009715847617,1,-1.0012974497771843,-0.90806200631928,0.9473392549565187
206,1744,-0.09797252428961487,5,0.6063090252579777,-0.90806200631928,0.9473392549565187
207,1746,-1.714519175068352,1,-0.7752081634192572,-0.90806200631928,-0.8928161323690932
208,1753,-1.5675603886339213,5,0.3031353875636133,-0.90806200631928,0.9473392549565187
209,1755,0.6368214078825384,1,-1.3508984759047198,1.0073812882604511,0.9473392549565187
210,1764,1.1511771604030456,2,-1.074520605482406,1.0073812882604511,-0.8928161323690932
211,1768,-0.6858076700273374,1,-0.7817210235201029,-0.90806200631928,-0.8928161323690932
212,1770,0.26942444179646174,5,-0.9091869997795103,1.0073812882604511,-0.8928161323690932
213,1777,0.4898626214481077,5,-0.7480402327128726,-0.90806200631928,-0.8928161323690932
214,1780,0.6368214078825384,1,-1.1564430814651858,1.0073812882604511,-0.8928161323690932
215,1781,0.4163832282308924,5,-0.1200144372741861,1.0073812882604511,0.9473392549565187
