,index,Year_Birth,Education,Income,Kidhome,Teenhome
0,7,1.0776977671858303,5,-0.5395821890565204,1.0073812882604511,-0.8928161323690932
1,11,0.4163832282308924,1,-1.7469734108947181,-0.90806200631928,-0.8928161323690932
2,13,-1.3471222089822754,4,0.6652969295999225,1.0073812882604511,0.9473392549565187
3,29,-0.39189009715847617,5,1.8405890552268096,-0.90806200631928,-0.8928161323690932
4,30,1.3716153400546915,4,-1.585128837388704,-0.90806200631928,-0.8928161323690932
5,32,-0.02449313107239954,3,-0.20956626366081363,-0.90806200631928,0.9473392549565187
6,37,0.4163832282308924,2,-0.9925050886410427,1.0073812882604511,-0.8928161323690932
7,41,1.0776977671858303,4,-1.1394631247736953,1.0073812882604511,-0.8928161323690932
8,56,-0.31841070394126086,3,1.1739047830466751,-0.90806200631928,-0.8928161323690932
9,67,0.6368214078825384,2,2.0069461103741237,-0.90806200631928,0.9473392549565187
10,86,-0.02449313107239954,4,-0.4147213568374512,1.0073812882604511,0.9473392549565187
11,100,-0.7592870632445528,2,0.12886985943670073,-0.90806200631928,0.9473392549565187
12,105,0.6368214078825384,1,-0.9517531925814657,1.0073812882604511,-0.8928161323690932
13,117,0.5633420146653231,2,-0.39555493996924834,1.0073812882604511,-0.8928161323690932
14,127,-1.27364281576506,4,0.4324156605653992,1.0073812882604511,0.9473392549565187
15,134,-0.4653694903756915,5,-0.1629062730811838,1.0073812882604511,0.9473392549565187
16,136,0.4163832282308924,1,-1.6516995717052048,1.0073812882604511,-0.8928161323690932
17,141,0.4163832282308924,4,0.9327893980275112,-0.90806200631928,0.9473392549565187
18,149,-0.31841070394126086,4,0.21176926443460736,-0.90806200631928,-0.8928161323690932
19,163,0.3429038350136771,5,1.354311007840099,-0.90806200631928,-0.8928161323690932
20,183,1.004218373968615,4,-0.6780735070580737,1.0073812882604511,-0.8928161323690932
21,184,-0.6858076700273374,1,-0.7817210235201029,-0.90806200631928,-0.8928161323690932
22,186,-0.02449313107239954,5,-0.5931272031713299,-0.90806200631928,0.9473392549565187
23,190,0.5633420146653231,1,-0.9383553089454404,1.0073812882604511,-0.8928161323690932
24,236,0.8572595875341844,4,-0.9951567531106728,1.0073812882604511,-0.8928161323690932
25,239,-5.68240640879798,2,0.7038158450534953,-0.90806200631928,0.9473392549565187
26,245,-0.4653694903756915,5,-0.6218303080443425,1.0073812882604511,0.9473392549565187
27,268,-0.02449313107239954,3,1.2973234819576998,-0.90806200631928,-0.8928161323690932
28,271,0.9307389807513997,4,-0.6170852242565835,1.0073812882604511,-0.8928161323690932
29,280,0.783780194316969,1,-0.9570565215207257,1.0073812882604511,-0.8928161323690932
30,290,1.004218373968615,2,-0.5879634355199451,-0.90806200631928,-0.8928161323690932
31,292,0.7103008010997537,3,1.741919224698998,-0.90806200631928,-0.8928161323690932
32,295,-1.3471222089822754,4,0.5069879087200817,-0.90806200631928,0.9473392549565187
33,297,1.1511771604030456,4,-0.12406171462256875,1.0073812882604511,-0.8928161323690932
34,298,0.8572595875341844,3,1.0966808704223625,-0.90806200631928,-0.8928161323690932
35,301,-1.0532046361134142,2,0.6405015407874173,-0.90806200631928,0.9473392549565187
36,318,-1.4206016021994907,3,-0.6615122342302091,1.0073812882604511,0.9473392549565187
37,329,1.1511771604030456,5,-0.7003102722595324,1.0073812882604511,-0.8928161323690932
38,339,-5.2415300494946875,5,1.7900678690159642,-0.90806200631928,-0.8928161323690932
39,342,-0.09797252428961487,5,0.4726093114734751,-0.90806200631928,0.9473392549565187
40,344,0.19594504857924644,1,-0.8309861581400709,1.0073812882604511,-0.8928161323690932
41,370,1.004218373968615,2,-0.4358416317359078,1.0073812882604511,-0.8928161323690932
42,383,0.19594504857924644,2,-0.43565555001874073,2.9228245828401827,0.9473392549565187
43,392,1.665532912923553,3,1.3602656227894439,-0.90806200631928,-0.8928161323690932
44,394,-0.1714519175068302,4,1.1966997933996348,-0.90806200631928,0.9473392549565187
45,395,1.5185741264891224,5,1.099239494033409,-0.90806200631928,-0.8928161323690932
46,416,0.3429038350136771,2,-1.1752838553283464,1.0073812882604511,-0.8928161323690932
