,Year_Birth,Education,Income,Kidhome,Teenhome
303,1.7342101308147657,0,-1.1727461446060876,0.961039575088237,-0.873725844566395
304,0.3754151126949737,0,-0.7529425632477826,0.961039575088237,-0.873725844566395
305,0.8549898249725474,0,-0.6923347052539655,0.961039575088237,-0.873725844566395
306,0.2954859939820448,0,-0.07718206748056008,-0.9094895595662627,2.7944785276627675
307,0.05569863784325793,1,0.34202228364334275,0.961039575088237,0.9603763415481862
308,0.45534423140790264,1,-0.5147342776863953,0.961039575088237,-0.873725844566395
309,-1.542883736415321,1,1.3138310499782935,-0.9094895595662627,-0.873725844566395
310,0.13562775655618686,0,0.6372715805652013,-0.9094895595662627,0.9603763415481862
311,1.5743518933889078,1,1.214815387436605,-0.9094895595662627,-0.873725844566395
312,1.4144936559630499,1,0.5675040604169511,-0.9094895595662627,-0.873725844566395
313,-1.7826710925541078,1,0.36718995348823297,-0.9094895595662627,2.7944785276627675
314,-0.10415959958259996,1,0.8884346530989017,-0.9094895595662627,-0.873725844566395
315,1.254635418537192,0,-0.8039342027180988,0.961039575088237,-0.873725844566395
316,1.5743518933889078,0,-0.6939611873187712,-0.9094895595662627,-0.873725844566395
317,1.0148480623984053,1,-0.260974540803619,0.961039575088237,-0.873725844566395
318,0.45534423140790264,0,-1.114306929365345,0.961039575088237,-0.873725844566395
319,-0.42387607443431574,0,0.32992353986303274,-0.9094895595662627,0.9603763415481862
320,-1.542883736415321,1,0.24839969321127378,-0.9094895595662627,0.9603763415481862
321,-1.2231672615636051,0,0.4101347869537203,-0.9094895595662627,0.9603763415481862
322,1.334564537250121,1,-1.1727461446060876,-0.9094895595662627,-0.873725844566395
323,-1.1432381428506762,0,0.13214902773725704,-0.9094895595662627,0.9603763415481862
324,-0.10415959958259996,1,-0.22853050382670267,0.961039575088237,0.9603763415481862
325,2.0539266056664816,0,-1.1727461446060876,-0.9094895595662627,-0.873725844566395
326,1.0947771811113343,1,-0.38244706974885445,0.961039575088237,-0.873725844566395
327,-1.462954617702392,0,0.4631809300848438,0.961039575088237,0.9603763415481862
328,-0.024230480869671014,1,0.7952115494897675,0.961039575088237,-0.873725844566395
329,0.21555687526911582,0,-0.07147511286720629,0.961039575088237,0.9603763415481862
330,0.6152024688337605,0,-0.6767547191595096,0.961039575088237,-0.873725844566395
331,0.9349189436854763,0,0.26646220456253855,-0.9094895595662627,0.9603763415481862
332,0.05569863784325793,0,0.17380979641473973,0.961039575088237,0.9603763415481862
333,0.05569863784325793,1,-0.042455248658302254,-0.9094895595662627,0.9603763415481862
334,0.13562775655618686,0,-0.9819055823355368,-0.9094895595662627,-0.873725844566395
335,-0.5837343118601737,1,0.005711448278403754,-0.9094895595662627,0.9603763415481862
