,index,Year_Birth,Education,Income,Kidhome,Teenhome
216,1791,-0.5388488835929068,5,0.179809729511172,1.0073812882604511,0.9473392549565187
217,1794,-1.3471222089822754,3,-0.5107395228956326,1.0073812882604511,0.9473392549565187
218,1809,0.26942444179646174,5,0.8423071630550486,-0.90806200631928,-0.8928161323690932
219,1824,0.5633420146653231,2,0.3470506728150296,-0.90806200631928,-0.8928161323690932
220,1826,-0.39189009715847617,5,0.4213903188232534,-0.90806200631928,0.9473392549565187
221,1834,0.4898626214481077,3,0.4538615784688981,1.0073812882604511,0.9473392549565187
222,1837,-0.9797252428961988,3,0.12514822509336038,-0.90806200631928,0.9473392549565187
223,1839,-1.2001634225478448,5,0.5712791420012865,-0.90806200631928,0.9473392549565187
224,1842,-0.1714519175068302,4,-0.8365220892257897,1.0073812882604511,-0.8928161323690932
225,1860,-0.31841070394126086,5,1.1169637775935675,-0.90806200631928,0.9473392549565187
226,1863,0.04898626214481579,3,1.201770520192436,1.0073812882604511,-0.8928161323690932
227,1896,0.5633420146653231,1,-0.9383553089454404,1.0073812882604511,-0.8928161323690932
228,1902,1.224656553620261,4,1.318490277285448,-0.90806200631928,-0.8928161323690932
229,1905,-1.2001634225478448,3,0.8265367375251438,-0.90806200631928,-0.8928161323690932
230,1910,-0.7592870632445528,2,2.209868222944757,-0.90806200631928,-0.8928161323690932
231,1919,-0.39189009715847617,5,-0.5034823359261189,1.0073812882604511,0.9473392549565187
232,1929,-0.39189009715847617,4,0.8206751634343827,1.0073812882604511,0.9473392549565187
233,1935,0.3429038350136771,2,-0.46840593224013594,1.0073812882604511,0.9473392549565187
234,1938,-0.8327664564617682,4,-0.5029240907746179,-0.90806200631928,0.9473392549565187
235,1944,0.4163832282308924,4,-0.4895727275678843,1.0073812882604511,-0.8928161323690932
236,1960,-0.39189009715847617,4,1.1630190025924045,-0.90806200631928,0.9473392549565187
237,1963,-1.3471222089822754,3,-0.19379583813090884,1.0073812882604511,0.9473392549565187
238,1967,-0.5388488835929068,3,1.49671004190216,-0.90806200631928,0.9473392549565187
239,1997,0.3429038350136771,5,0.5352723297294685,-0.90806200631928,0.9473392549565187
240,1998,0.19594504857924644,5,-0.5772637367828416,1.0073812882604511,-0.8928161323690932
241,2013,0.783780194316969,1,-0.49348044362839166,-0.90806200631928,-0.8928161323690932
242,2026,-0.39189009715847617,3,-0.7155224526379361,1.0073812882604511,0.9473392549565187
243,2031,-1.1266840293306295,3,1.0314592285553226,-0.90806200631928,0.9473392549565187
244,2069,0.6368214078825384,3,-0.49789988441110833,1.0073812882604511,-0.8928161323690932
245,2077,-0.7592870632445528,1,-1.0667051733613913,-0.90806200631928,-0.8928161323690932
246,2091,-0.09797252428961487,1,-1.0542842187404928,-0.90806200631928,-0.8928161323690932
247,2094,-1.5675603886339213,4,0.226051036227176,-0.90806200631928,0.9473392549565187
248,2097,-1.0532046361134142,3,0.4279496993533908,1.0073812882604511,0.9473392549565187
249,2100,0.4163832282308924,4,0.379196289455632,1.0073812882604511,0.9473392549565187
250,2103,0.26942444179646174,5,1.5386714691233225,-0.90806200631928,0.9473392549565187
251,2104,0.1224656553620311,1,-1.4358447797914635,-0.90806200631928,-0.8928161323690932
252,2105,1.1511771604030456,1,-1.1456968622987904,1.0073812882604511,-0.8928161323690932
253,2110,-1.1266840293306295,3,0.6151013863941194,1.0073812882604511,0.9473392549565187
254,2115,-0.09797252428961487,4,0.9966154270157984,-0.90806200631928,0.9473392549565187
255,2123,-1.0532046361134142,2,0.3804058206172176,-0.90806200631928,0.9473392549565187
256,2133,0.7103008010997537,1,-1.3513171597683455,1.0073812882604511,-0.8928161323690932
257,2137,-0.02449313107239954,3,-1.1381605527535263,1.0073812882604511,-0.8928161323690932
258,2145,-0.9797252428961988,3,1.5559305483905634,-0.90806200631928,-0.8928161323690932
259,2148,0.19594504857924644,5,0.8589149563122049,1.0073812882604511,0.9473392549565187
260,2156,-0.4653694903756915,2,-0.15536996353591956,1.0073812882604511,0.9473392549565187
261,2164,1.5920535197063377,1,-1.386300522595745,1.0073812882604511,-0.8928161323690932
262,2183,0.5633420146653231,1,-0.8636900199321744,1.0073812882604511,-0.8928161323690932
263,2186,0.1224656553620311,4,1.4505617760447393,-0.90806200631928,0.9473392549565187
264,2187,-1.0532046361134142,5,1.8172823201516404,-0.90806200631928,-0.8928161323690932
265,2189,0.1224656553620311,1,-0.9224453221276604,1.0073812882604511,-0.8928161323690932
266,2193,-0.9797252428961988,2,1.734941160305235,-0.90806200631928,-0.8928161323690932
267,2200,1.445094733271907,1,-1.3429434824958297,1.0073812882604511,-0.8928161323690932
268,2205,-0.1714519175068302,3,-0.42611886201393107,1.0073812882604511,0.9473392549565187
